Draw number,Draw date,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Powerball Number,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount,Division 8 winners,Division 8 winners in WA,Division 8 prize pool,Division 8 amount,Division 9 winners,Division 9 winners in WA,Division 9 prize pool,Division 9 amount
1258,25/06/2020,35,12,20,24,27,8,18,17,0,0,0.00,0.00,5,0,548036.00,109607.20,64,6,334912.00,5233.00,1293,141,608938.35,470.95,2889,324,456750.90,158.10,41255,4411,2953858.00,71.60,55997,6122,2312676.10,41.30,254024,26083,4572432.00,18.00,728900,74694,8017900.00,11.00
1257,18/06/2020,32,24,28,17,7,14,22,1,0,0,0.00,0.00,3,0,362793.15,120931.05,52,6,221707.20,4263.60,1004,104,403106.00,401.50,1741,180,302324.65,173.65,25420,2518,1954798.00,76.90,37295,3544,1530959.75,41.05,160427,15559,3024048.95,18.85,459669,45682,5309176.95,11.55
1256,11/06/2020,17,28,26,1,14,22,33,9,0,0,0.00,0.00,3,1,284602.20,94867.40,39,7,173924.40,4459.60,660,59,316239.00,479.15,1502,152,237165.80,157.90,20966,2227,1533662.90,73.15,26948,2881,1201880.80,44.60,132656,13920,2374542.40,17.90,384504,40877,4152643.20,10.80
1255,04/06/2020,20,12,27,1,5,10,17,13,0,0,0.00,0.00,4,0,205513.80,51378.45,42,5,125592.60,2990.30,676,73,228352.80,337.80,1315,122,171278.75,130.25,17622,1933,1107542.70,62.85,23813,2430,867983.85,36.45,106374,11535,1712621.40,16.10,296407,31861,3008531.05,10.15
1254,28/05/2020,24,30,25,10,9,21,32,19,1,0,17361060.30,17361060.30,3,1,421321.95,140440.65,52,4,257475.40,4951.45,865,108,468138.00,541.20,2066,250,351116.70,169.95,30426,3491,2269779.60,74.60,37605,4264,1778716.50,47.30,191300,21129,3510355.00,18.35,565261,62964,6161344.90,10.90
1253,21/05/2020,30,9,23,32,18,8,7,4,0,0,0.00,0.00,5,0,276071.75,55214.35,33,4,168710.85,5112.45,661,59,306737.05,464.05,1320,159,230076.00,174.30,20116,2125,1487578.20,73.95,26661,3074,1165085.70,43.70,129430,13541,2297382.50,17.75,373382,38007,4032525.60,10.80
1252,14/05/2020,23,22,31,8,4,24,3,15,0,0,0.00,0.00,1,0,195455.75,195455.75,16,2,119444.80,7465.30,387,43,217165.05,561.15,886,82,162891.10,183.85,14143,1593,1052946.35,74.45,18165,2069,825599.25,45.45,91526,10183,1629162.80,17.80,265731,30301,2856608.25,10.75
1251,07/05/2020,12,9,16,23,26,35,29,10,1,0,8948153.83,8948153.83,4,2,261093.40,65273.35,51,5,159556.05,3128.55,796,51,290102.20,364.45,1371,136,217577.70,158.70,19478,2023,1407285.50,72.25,26757,2669,1102388.40,41.20,120690,12411,2178454.50,18.05,348856,36439,3819973.20,10.95
1250,30/04/2020,6,32,9,17,25,34,28,10,0,0,0.00,0.00,2,0,199678.50,99839.25,24,1,122025.60,5084.40,458,31,221855.20,484.40,957,111,166422.30,173.90,13900,1486,1075860.00,77.40,18550,2022,843097.50,45.45,88212,9703,1662796.20,18.85,262074,29130,2922125.10,11.15
1249,23/04/2020,32,35,3,18,7,6,14,2,1,0,23686120.08,23686120.08,3,1,465420.30,155140.10,51,10,284424.45,5576.95,1057,128,517137.25,489.25,2249,242,387840.05,172.45,32846,3723,2507792.10,76.35,44407,5031,1965009.75,44.25,207980,23363,3878827.00,18.65,607422,69205,6803126.40,11.20
1248,16/04/2020,8,24,25,19,18,12,15,18,0,0,0.00,0.00,3,0,326549.70,108849.90,38,0,199558.90,5251.55,746,60,362817.10,486.35,1708,149,272084.40,159.30,24512,2525,1759961.60,71.80,31285,2915,1378104.25,44.05,152388,16089,2720125.80,17.85,432085,45547,4774539.25,11.05
1247,09/04/2020,2,4,18,34,27,12,19,11,0,0,0.00,0.00,3,1,250206.00,83402.00,30,1,152904.00,5096.80,544,57,278011.20,511.05,1320,153,208494.00,157.95,19081,2099,1348072.65,70.65,24601,2632,1056612.95,42.95,121848,13308,2083600.80,17.10,351168,38563,3652147.20,10.40
1246,02/04/2020,17,19,26,22,1,14,3,18,0,0,0.00,0.00,5,0,175940.25,35188.05,17,0,107519.05,6324.65,445,28,195488.50,439.30,855,84,146632.50,171.50,12683,1409,948054.25,74.75,17440,1757,742944.00,42.60,80286,9062,1465219.50,18.25,231697,25664,2571836.70,11.10
1245,26/03/2020,14,21,16,12,1,29,27,7,1,0,80000000.00,80000000.00,5,1,941466.75,188293.35,104,11,575338.40,5532.10,1969,159,1046031.25,531.25,4896,578,784584.00,160.25,70626,7829,5074478.10,71.85,90052,10556,3975795.80,44.15,447807,49559,7836622.50,17.50,1301356,145657,13729305.80,10.55
1244,19/03/2020,18,1,12,10,27,20,11,20,0,0,0.00,0.00,11,2,725327.35,65938.85,109,12,443253.95,4066.55,1983,220,805891.20,406.40,3921,444,604422.15,154.15,56526,6784,3908772.90,69.15,72424,8305,3063535.20,42.30,350618,41729,6048160.50,17.25,993540,117536,10581201.00,10.65
1243,12/03/2020,20,10,17,28,19,33,26,2,0,0,0.00,0.00,5,0,539282.00,107856.40,66,4,329561.10,4993.35,1463,172,599171.65,409.55,2713,372,449408.45,165.65,38351,4911,2907005.80,75.80,52284,6774,2276968.20,43.55,243517,30646,4492888.65,18.45,704084,89870,7885740.80,11.20
1242,05/03/2020,24,28,27,23,16,10,33,12,0,0,0.00,0.00,7,1,413439.95,59062.85,55,7,252659.00,4593.80,1043,115,459389.35,440.45,2018,267,344573.50,170.75,30176,3524,2228497.60,73.85,38433,4564,1744858.20,45.40,192067,21818,3447602.65,17.95,560051,63255,6048550.80,10.80
1241,27/02/2020,16,24,31,9,17,22,1,2,0,0,0.00,0.00,1,0,320535.65,320535.65,23,4,195882.95,8516.65,643,110,356157.70,553.90,1533,197,267125.25,174.25,21987,2524,1727078.85,78.55,29593,3396,1353879.75,45.75,140878,15823,2669638.10,18.95,413765,46719,4675544.50,11.30
1240,20/02/2020,26,3,31,12,13,1,21,19,0,0,0.00,0.00,1,0,242787.40,242787.40,35,4,148370.25,4239.15,731,41,269775.55,369.05,1353,155,202341.15,149.55,18239,2128,1308648.25,71.75,26324,2771,1025319.80,38.95,112922,12773,2021303.80,17.90,326773,37044,3545487.05,10.85
1239,13/02/2020,25,7,29,14,5,32,2,3,0,0,0.00,0.00,2,0,161877.60,80938.80,29,4,98924.80,3411.20,415,45,179861.00,433.40,940,97,134890.00,143.50,12979,1506,872188.80,67.20,16517,1576,683803.80,41.40,76255,8750,1349713.50,17.70,216769,25032,2362782.10,10.90
1238,06/02/2020,26,3,11,2,15,1,35,17,1,0,60000000.00,60000000.00,3,0,752661.30,250887.10,78,7,459958.20,5896.90,1677,166,836319.90,498.70,3641,423,627162.25,172.25,54715,6665,4057117.25,74.15,70580,8483,3179629.00,45.05,348573,42459,6274314.00,18.00,1014365,122806,11005860.25,10.85
1237,30/01/2020,8,9,35,22,20,17,5,16,0,0,0.00,0.00,7,1,511303.10,73043.30,58,8,312463.40,5387.30,1350,193,568147.50,420.85,2589,320,426149.40,164.60,38164,4766,2755440.80,72.20,52860,6279,2159331.00,40.85,240119,29891,4262112.25,17.75,684079,84748,7456461.10,10.90
1236,23/01/2020,13,10,23,5,27,4,28,4,0,0,0.00,0.00,4,0,383527.60,95881.90,57,2,234378.30,4111.90,886,125,426121.70,480.95,2296,260,319603.20,139.20,31216,3612,2066499.20,66.20,42753,5046,1620338.70,37.90,189978,22563,3191630.40,16.80,528973,63232,5607113.80,10.60
1235,16/01/2020,20,25,7,14,21,28,16,11,0,0,0.00,0.00,4,1,288827.00,72206.75,50,3,176505.00,3530.10,787,74,320899.25,407.75,1675,185,240697.50,143.70,22720,2508,1556320.00,68.50,29495,3362,1219618.25,41.35,141335,15674,2409761.75,17.05,409406,45632,4216881.80,10.30
1234,09/01/2020,31,9,7,3,29,4,24,2,0,0,0.00,0.00,1,0,228118.70,228118.70,34,4,139405.10,4100.15,600,90,253470.00,422.45,1145,132,190127.25,166.05,17120,1939,1229216.00,71.80,23797,2831,962588.65,40.45,105483,12521,1898694.00,18.00,301449,35456,3331011.45,11.05
1233,02/01/2020,27,25,21,3,35,2,9,4,0,0,0.00,0.00,1,0,160070.80,160070.80,25,2,97821.25,3912.85,454,53,177854.50,391.75,784,114,133397.60,170.15,11498,1417,862350.00,75.00,15871,2078,676104.60,42.60,74318,8593,1334008.10,17.95,216322,24930,2336277.60,10.80
1232,26/12/2019,27,17,26,12,23,7,9,2,1,0,24297756.97,24297756.97,4,1,280530.40,70132.60,39,5,171434.25,4395.75,706,120,311699.00,441.50,1743,201,233736.30,134.10,22513,2444,1511747.95,67.15,33514,3671,1184719.90,35.35,136267,14444,2336979.05,17.15,375979,41180,4098171.10,10.90
1231,19/12/2019,9,11,8,32,4,10,29,18,0,0,0.00,0.00,2,0,287908.10,143954.05,24,6,175944.00,7331.00,546,56,319901.40,585.90,1365,175,239898.75,175.75,21624,2363,1551522.00,71.75,28308,3103,1215828.60,42.95,137835,15323,2398329.00,17.40,393468,43817,4210107.60,10.70
1230,12/12/2019,15,9,16,35,18,28,11,9,0,0,0.00,0.00,1,0,282828.50,282828.50,43,5,172840.65,4019.55,598,52,314249.00,525.50,1458,144,235685.70,161.65,22374,2485,1523669.40,68.10,26810,2784,1194385.50,44.55,140354,15353,2357947.20,16.80,398247,44405,4141768.80,10.40
1229,05/12/2019,29,32,30,14,19,20,27,6,0,0,0.00,0.00,0,0,0.00,0.00,36,1,369696.60,10269.35,639,47,254961.00,399.00,1098,127,191216.70,174.15,16465,1946,1236521.50,75.10,20643,2317,969188.85,46.95,104447,12111,1911380.10,18.30,304461,35187,3349071.00,11.00
1228,28/11/2019,20,21,23,12,18,30,4,1,0,0,0.00,0.00,2,0,169228.30,84614.15,17,4,103416.95,6083.35,405,32,188041.50,464.30,809,92,141008.70,174.30,12043,1410,911655.10,75.70,17380,2106,714318.00,41.10,74913,8837,1408364.40,18.80,216127,25505,2474654.15,11.45
1227,21/11/2019,1,12,3,2,25,13,23,1,1,0,40000000.00,40000000.00,24,0,543842.40,22660.10,74,8,332348.80,4491.20,1383,175,604301.85,436.95,2886,387,453246.30,157.05,40820,5167,2930876.00,71.80,53910,7182,2296566.00,42.60,257324,33092,4528902.40,17.60,735819,92816,7946845.20,10.80
1226,14/11/2019,8,28,24,10,20,32,26,6,0,0,0.00,0.00,5,1,453433.25,90686.65,60,7,277098.00,4618.30,1198,187,503818.90,420.55,2254,300,377883.10,167.65,33795,4047,2443378.50,72.30,45569,5786,1913898.00,42.00,210245,25425,3773897.75,17.95,611004,75111,6629393.40,10.85
1225,07/11/2019,21,12,10,13,33,7,3,4,0,0,0.00,0.00,4,0,341213.80,85303.45,42,4,208519.50,4964.75,951,108,379116.15,398.65,1900,212,284335.00,149.65,27183,3215,1838929.95,67.65,38970,4713,1439941.50,36.95,164327,19600,2842857.10,17.30,463236,55406,4979787.00,10.75
1224,31/10/2019,10,29,16,33,9,22,18,8,0,0,0.00,0.00,2,0,254927.80,127463.90,33,4,155789.70,4720.90,614,56,283238.20,461.30,1258,148,212413.30,168.85,19082,2021,1373904.00,72.00,24236,2691,1076078.40,44.40,120430,13233,2125589.50,17.65,354238,39774,3719499.00,10.50
1223,24/10/2019,19,11,1,24,7,12,30,7,0,0,0.00,0.00,2,0,222614.30,111307.15,31,7,136041.95,4388.45,572,84,247361.40,432.45,1407,174,185512.95,131.85,20000,2329,1200000.00,60.00,23756,2848,939549.80,39.55,119768,14108,1856404.00,15.50,330150,39305,3251977.50,9.85
1222,17/10/2019,9,2,25,21,7,6,22,12,0,0,0.00,0.00,0,0,0.00,0.00,19,2,264599.70,13926.30,372,34,182484.60,490.55,887,85,136864.10,154.30,13082,1396,884997.30,67.65,16214,1839,693148.50,42.75,81373,9341,1367066.40,16.80,231819,26685,2399326.65,10.35
1221,10/10/2019,28,11,27,16,6,3,35,10,1,0,12000000.00,12000000.00,5,1,241853.25,48370.65,37,5,147798.35,3994.55,641,86,268739.25,419.25,1341,154,201552.30,150.30,19131,2342,1303777.65,68.15,25507,2995,1021555.35,40.05,118833,14559,2014219.35,16.95,343462,41335,3537658.60,10.30
1220,03/10/2019,2,15,20,29,22,25,11,3,0,0,0.00,0.00,5,0,203436.75,40687.35,91,5,124324.20,1366.20,1330,88,226033.50,169.95,1633,168,169505.40,103.80,16978,1970,1095929.90,64.55,26464,2737,858756.80,32.45,98361,11339,1696727.25,17.25,279707,32182,2978879.55,10.65
1219,26/09/2019,33,30,25,26,22,9,27,19,0,0,0.00,0.00,1,0,171425.50,171425.50,17,2,104759.95,6162.35,317,21,190469.45,600.85,839,77,142839.75,170.25,12560,1401,923788.00,73.55,14960,1776,724064.00,48.40,81056,9226,1426585.60,17.60,239193,27787,2499566.85,10.45
1218,19/09/2019,26,4,17,5,18,8,31,9,3,0,150000000.00,50000000.00,18,1,2266504.20,125916.90,267,31,1385089.20,5187.60,5202,557,2518288.20,484.10,11919,1442,1888565.55,158.45,172994,20410,12213376.40,70.60,227514,26877,9566963.70,42.05,1088866,126376,18891825.10,17.35,3141324,361089,33140968.20,10.55
1217,12/09/2019,27,28,10,20,11,30,31,2,0,0,0.00,0.00,8,0,1390142.80,173767.85,159,18,849529.05,5342.95,3229,450,1544592.15,478.35,6912,824,1158451.20,167.60,101351,12671,7489838.90,73.90,136600,16852,5866970.00,42.95,645901,79643,11593922.95,17.95,1866572,230741,20345634.80,10.90
1216,05/09/2019,16,4,14,2,29,19,27,13,0,0,0.00,0.00,10,1,924077.00,92407.70,110,13,564712.50,5133.75,2091,267,1026785.55,491.05,4736,586,770073.60,162.60,71905,9063,4979421.25,69.25,90614,11378,3900932.70,43.05,446796,54894,7707231.00,17.25,1296267,159012,13481176.80,10.40
1215,29/08/2019,8,20,9,11,27,22,32,20,0,0,0.00,0.00,4,0,615184.80,153796.20,113,21,375945.35,3326.95,1903,202,683557.60,359.20,3454,526,512573.60,148.40,49561,6393,3315630.90,66.90,65943,8711,2598154.20,39.40,302196,39282,5122222.20,16.95,853711,111813,9006651.05,10.55
1214,22/08/2019,10,11,17,35,7,26,3,19,0,0,0.00,0.00,5,1,445711.00,89142.20,68,8,272377.40,4005.55,1319,218,495218.55,375.45,2645,362,371490.25,140.45,37779,5174,2402744.40,63.60,50866,7152,1882042.00,37.00,222717,30429,3719373.90,16.70,623492,85280,6515491.40,10.45
1213,15/08/2019,24,35,27,30,21,7,14,13,0,0,0.00,0.00,8,2,335398.80,41924.85,50,3,204965.00,4099.30,886,119,372651.60,420.60,2086,252,279524.00,134.00,27501,3509,1806815.70,65.70,36893,5236,1416691.20,38.40,165668,21483,2791505.80,16.85,477907,61347,4898546.75,10.25
1212,08/08/2019,30,29,1,16,11,17,5,8,0,0,0.00,0.00,3,0,257153.85,85717.95,36,5,157149.00,4365.25,736,93,285715.20,388.20,1462,177,214329.20,146.60,20061,2420,1386215.10,69.10,26635,3193,1085376.25,40.75,126093,15563,2143581.00,17.00,366146,44857,3752996.50,10.25
1211,01/08/2019,15,35,9,25,22,30,23,6,0,0,0.00,0.00,1,0,197107.10,197107.10,20,1,120454.00,6022.70,369,48,219001.50,593.50,1069,139,164251.85,153.65,14289,1795,1062387.15,74.35,18894,2491,832280.70,44.05,90084,11587,1644033.00,18.25,262937,33095,2879160.15,10.95
1210,25/07/2019,23,9,3,22,1,24,11,4,0,0,0.00,0.00,7,1,159457.55,22779.65,15,0,97446.00,6496.40,382,41,177171.60,463.80,879,101,132860.85,151.15,12128,1402,859268.80,70.85,17348,2064,673102.40,38.80,76530,9058,1327795.50,17.35,217870,26179,2331209.00,10.70
1209,18/07/2019,6,13,1,11,23,27,16,11,3,0,110000000.01,36666666.67,34,2,1675387.40,49276.10,257,36,1023849.45,3983.85,4530,571,1861603.50,410.95,9758,1232,1396369.80,143.10,135958,16977,9027611.20,66.40,176773,21843,7070920.00,40.00,832131,103947,13979800.80,16.80,2359734,292310,24423246.90,10.35
1208,11/07/2019,21,27,8,6,28,34,7,16,0,0,0.00,0.00,9,1,825560.10,91728.90,123,11,504509.10,4101.70,2037,210,917261.10,450.30,4174,518,687875.20,164.80,60754,7884,4450230.50,73.25,78934,10309,3484936.10,44.15,387051,50640,6870155.25,17.75,1116612,145644,12059409.60,10.80
1207,04/07/2019,2,21,15,20,28,27,22,3,0,0,0.00,0.00,9,1,591072.75,65674.75,66,8,361211.40,5472.90,1364,185,656766.00,481.50,3010,382,492586.50,163.65,43578,5699,3185551.80,73.10,57116,7361,2495969.20,43.70,274778,36576,4932265.10,17.95,803923,105834,8642172.25,10.75
1206,27/06/2019,7,32,27,17,2,35,21,7,0,0,0.00,0.00,7,2,424335.45,60619.35,79,21,259317.50,3282.50,1141,174,471461.20,413.20,2976,422,353548.80,118.80,37412,5369,2285873.20,61.10,46186,6713,1792016.80,38.80,217480,31044,3534050.00,16.25,606172,86368,6213263.00,10.25
1205,20/06/2019,19,16,4,34,10,17,14,13,0,0,0.00,0.00,0,0,0.00,0.00,37,9,501190.90,13545.70,780,103,345657.00,443.15,1622,247,259276.70,159.85,23701,3276,1676845.75,70.75,31378,4682,1313169.30,41.85,150487,20651,2595900.75,17.25,441650,59761,4548995.00,10.30
1204,13/06/2019,8,17,23,5,1,25,11,3,0,0,0.00,0.00,3,0,254377.65,84792.55,47,8,155452.50,3307.50,900,88,282645.00,314.05,1575,210,211995.00,134.60,21477,2703,1371306.45,63.85,30324,3847,1073469.60,35.40,126515,17099,2119126.25,16.75,351157,47498,3722264.20,10.60
1203,06/06/2019,8,33,35,7,31,2,11,20,0,0,0.00,0.00,2,0,210344.20,105172.10,19,3,128543.55,6765.45,354,49,233710.80,660.20,1167,119,175283.40,150.20,17078,2099,1133125.30,66.35,21225,2606,888266.25,41.85,104160,12618,1755096.00,16.85,292316,36400,3069318.00,10.50
1202,30/05/2019,31,14,34,22,10,17,4,7,0,0,0.00,0.00,2,0,171517.90,85758.95,29,2,104816.15,3614.35,495,80,190575.00,385.00,974,135,142934.50,146.75,13630,1860,924114.00,67.80,16901,2487,724207.85,42.85,83151,10814,1430197.20,17.20,243413,31888,2507153.90,10.30
1201,23/05/2019,10,7,6,17,16,30,20,4,0,0,0.00,0.00,2,0,137845.30,68922.65,26,2,84238.70,3239.95,374,52,153153.00,409.50,717,78,114863.40,160.20,10262,1205,742968.80,72.40,14803,1773,581757.90,39.30,63734,7824,1147212.00,18.00,183381,22335,2017191.00,11.00
1200,16/05/2019,11,13,35,34,1,17,24,19,1,0,8000000.00,8000000.00,2,0,186928.70,93464.35,20,3,114234.00,5711.70,421,51,207700.35,493.35,944,128,155760.00,165.00,14019,1823,1007265.15,71.85,18076,2198,789017.40,43.65,89301,11478,1558302.45,17.45,261133,32821,2728839.85,10.45
1199,09/05/2019,29,15,5,17,19,26,18,2,0,0,0.00,0.00,0,0,0.00,0.00,11,1,220516.45,20046.95,307,37,152087.80,495.40,691,78,114049.55,165.05,10006,1211,737442.20,73.70,13988,1704,577704.40,41.30,61233,7591,1141995.45,18.65,175181,21366,1997063.40,11.40
1198,02/05/2019,4,2,11,6,9,8,33,4,1,0,30000000.00,30000000.00,5,0,383446.50,76689.30,49,4,234327.80,4782.20,1106,102,426031.20,385.20,2310,269,319588.50,138.35,31166,3801,2066305.80,66.30,43054,5067,1618830.40,37.60,187156,23385,3191009.80,17.05,521494,65812,5606060.50,10.75
1197,25/04/2019,25,33,23,5,9,2,11,6,0,0,0.00,0.00,1,0,253892.75,253892.75,41,9,155156.30,3784.30,656,98,282112.80,430.05,1344,140,211545.60,157.40,19814,2243,1368156.70,69.05,27387,3397,1072201.05,39.15,120965,14173,2116887.50,17.50,343117,40826,3705663.60,10.80
1196,18/04/2019,21,2,17,30,4,1,11,2,0,0,0.00,0.00,0,0,0.00,0.00,21,1,401291.10,19109.10,525,59,276753.75,527.15,1251,168,207540.90,165.90,18462,2353,1342187.40,72.70,24994,3034,1052247.40,42.10,114391,14256,2076196.65,18.15,325190,40446,3642128.00,11.20
1195,11/04/2019,15,32,20,8,19,18,22,9,0,0,0.00,0.00,2,0,198487.10,99243.55,27,2,121297.50,4492.50,516,42,220538.40,427.40,1001,119,165415.25,165.25,15159,1965,1069467.45,70.55,20165,2384,837855.75,41.55,94925,12442,1651695.00,17.40,275204,35362,2903402.20,10.55
1194,04/04/2019,2,25,14,16,12,33,21,4,0,0,0.00,0.00,0,0,0.00,0.00,27,1,244784.70,9066.10,367,51,168820.00,460.00,682,74,126613.30,185.65,10609,1284,819014.80,77.20,13018,1642,641787.40,49.30,68085,8171,1266381.00,18.60,202801,24565,2220670.95,10.95
1193,28/03/2019,4,34,25,27,30,26,5,18,1,0,20000000.00,20000000.00,20,0,293625.00,14681.25,27,3,179436.60,6645.80,542,75,326256.90,601.95,1264,202,244710.40,193.60,20192,2805,1582043.20,78.35,25277,3436,1239836.85,49.05,134648,18809,2443861.20,18.15,398580,55249,4284735.00,10.75
1192,21/03/2019,31,30,20,14,29,27,3,7,0,0,0.00,0.00,2,1,226984.00,113492.00,20,2,138712.00,6935.60,523,54,252216.75,482.25,1147,151,189140.30,164.90,17397,2204,1223009.10,70.30,21307,2617,958815.00,45.00,110709,14232,1893123.90,17.10,324670,41893,3311634.00,10.20
1191,14/03/2019,24,27,17,5,8,20,2,6,0,0,0.00,0.00,1,0,184477.80,184477.80,21,5,112736.40,5368.40,481,60,204978.15,426.15,966,133,153738.90,159.15,14328,1840,994363.20,69.40,19830,2548,779319.00,39.30,86690,10931,1538747.50,17.75,248009,31853,2690897.65,10.85
